review_body,review_date,rating
"Excellent location and staff, car park on corner opposite was good value for an overnight stay. Shame about the noise from the road works outside.Room was good although servicing was erratic.Enjoyed the food in the restaurant and the service was excellent as far as it went. It would have been better had we had the offer of a bread roll whilst we waited for our mains, also a server could have asked if we needed anything such as mustard (had my own) and how was our food!",16-Jun-14,4
"Very polite and helpful staff ....Check-in was hassle free and quick! Got put on the 21st floor with great views of San Fran. The hotel room was done to a very high standard (the hotel has just recently been refurbished - bonus!). In my opinion i would say this is the best location to stay while in San Fran. With plenty of choices between bars, restaurants & shops within immediate walking distance from the hotel. The cable cars (which take you to FisherMans Wharf) are about a block away - stunning views on the cable cars leading towards FisherMans Wharf.The hotel offers guests a shuttle to the airport for $16.00. Highly recommend this option as taxis range between $45 - $55 (also baring in mind the shuttle will get you there around the same time as the Grand Hyatt is one of the later stops on the shuttle)All in all ... Great hotel... Fantastic location.",15-Jun-14,5
"Visited with the husband and twin 15 yr olds. We loved the spot and great open view from the room. Room was a tad small for all of us but as others have said, there's too much to do and see in SF and surroundings to be in room that long. Easy to walk to cable cars. Check in and out was a bit strange with the individual kiosks but staff was very attentive.",14-Jun-14,4
"Stayed for 4 nights in two adjoining rooms (King attached to 2 doubles) on the 30th floor. There was a special family-stay rate for the adjoining rooms but only if you call reservations directly!! The rooms were very nicely updated and clean but very short on storage space. Might not be an issue for business travelers but one tiny cabinet with 3 drawers (crammed into the closet) wasn't enough for us, who were traveling with 10 days worth of gear. The small fridge was convenient though. Bed was OK; I thought it too mushy but kids and hubby liked them. The bathroom had huge sink and decent counter space but the rolling door was not very quiet and the track created gaps that might bother those very particular about privacy. We had Club rooms with a nice city/partial bay view. For some reason, the check-in staff failed to mention the really nice Club lounge on the 32nd floor. We found out by asking another guest! The Club lounge was well stocked with bottled drinks and had a full breakfast in addition to cocktail hour. Lounge manager David was very friendly. The Concierge was helpful with maps, dining ideas, and discount tour tickets. Lobby lounge had comfy couches near fireplace that was welcome after windy day of touring. Overall this was a well-located, nicely decorated hotel for our San Fran stay.",13-Jun-14,4
"Unfortunately there was all night work going on outside which we were compensated on when complained so higher rooms are probably better but the rooms were fantastic, clean and very comfy plus the staff were all really great.Would come back as location is incredible!",13-Jun-14,4
"Stayed from Sunday-Friday for CiscoLive conference. Check-in took a little longer than I hoped, not because of line-ups, but because of the casual and pleasant demeanor of the staff, who were happy to chat. I had just gotten off a 5+hr flight, so I wouldn't have minded that going a tad faster. 17th floor room was very spacious and clean, no defects with carpet or walls that I saw. Wifi worked well throughout the hotel. All staff that I encountered were smiley and helpful, including the staff at the on-site restaurant, where I ate dinner 3 times. Not a vast menu, but food is tasty and service is fast.Conveniently located next to Union Square Park, and close to other amenities like Walgreens (for those late-night snack needs) and several restaurants (2 great breakfast places 1 block over on Powell?).Would definitely stay again.",11-Jun-14,4
The Grand Hyatt is located in a great location in Union Square in San Francisco. It was easy to get to all of the cities main attractions and had a great view of the city. The staff was amazing and prompt with any extra needs that I had. The rooms were modern and nicely furnished. The beds were comfortable but not the best hotel sleep I have ever had. I enjoyed an evening meal at the restaurant in the hotel as well and the food was very good. I would definitely stay here again if I were in the area.,11-Jun-14,4
"We really enjoyed staying in this hotel, the location was perfect I went to sleep at night watching the shoppers on Macy's 9 floors. The staff were especially helpful with everything and the rooms were very modern with great views. Minor annoyance was they were a bit on the small side we had a bit of trouble finding space to put empty suitcases, however, perhaps they expect a family of 4 to rent 2 rooms??? We stayed for 5 nights and had the best time ever in San Francisco. Would absolutely stay at this hotel again.",9-Jun-14,5
"My wife and I stayed for several nights at the Grand Hyatt San Francisco as a part of a corporate event for my wife's company. For the most part, I was extremely impressed by the hotel, its amenities, and the service we received throughout our stay, but a few relatively minor annoyances keep me from being able to give the hotel a 5-star review. Let me start with the good: I really loved our room. It was fairly small, but the layout was functional, and the modern decor made it feel bigger than it really was. I also loved the floor-to-ceiling windows that gave us a beautiful view overlooking downtown San Francisco! The bed was also very comfortable and offered a good selection of pillows from which to choose. In addition to the room, I was also very impressed by the service I received from the Concierge desk. Having never been to San Francisco before, the Concierge helped provide some great recommendations for places to go and routes to take to get there, and this service really helped make my trip the amazing experience that it was. Finally, I was very impressed by the event staff and amenities that the hotel offered. The ballrooms were very nice, the food was fantastic, the service very good, and all-combined it created a great atmosphere for a company celebration.Unfortunately, there were several aspects of our stay that left a little bit to be desired. My first gripe is the shower in the hotel room. I absolutely love rain showers, but the shower head needs to be further away from the wall in order to be effective. Every time I showered, I felt like I had to stand against the shower wall in order to be immersed by the water. Not the worst thing in the world, but inconvenient nonetheless. And while I'm on the topic of the bathroom, I would also recommend that they invest in higher-quality towels. I've had better towels in far worse hotels. Another let-down occurred one night when my wife contacted the front desk requesting a pair of scissors to be brought to our room. However, no one ever came, even after several follow-up calls. I would expect better service from a hotel of this quality. And finally, I personally just didn't care for the Union Square area of San Francisco. The next time I return, I will most likely choose to stay in a different area of town.",8-Jun-14,4
"Positive: 1) The hotel was just recently remodeled, so the rooms and surrounds look quite nice. New and/or well-maininted furniture and fixtures. 2) The views from the Regency Club are panoramic and the staff there excellent. 3) Excellent and professional front desk team. They got the stay off to an energetic and positive start.Neutral: The place can get busy, so just be aware that there will be a lot of activity in the lobby and club.Negative: None.Elite benefits: Diamond members are welcomed quite nicely and treated very well. All benefits delivered like clockwork.Comparison with other Hyatts: There is often discussion about whether to stay here or at the Embarcadero Hyatt. This Grand Hyatt has newer and nicer rooms. The Hyatt Regency Embarcadero has a much nicer Regency Club with better views. The Regency also has rooms with balconies. If the room itself is most important to you, stay the Grand Hyatt. If little extras make your trip nicer, stay at the Regency. In the end, both are great hotels.",8-Jun-14,5
"I should have written this a while ago. This hotel has the best location in town. I traveled solo and nothing made me feel intimated nor unsafe while staying in this wonderful hotel. Personal safety is my prime concern while traveling alone.Situated right in the heart of Union Square, you can practically walk out of the hotel and begin shop shop shop until you drop. I stayed on the Grand Club level for 4 nights with free access to Grand Club lounge, which was a wonderful experience. I was also given a very well appointed room with sweeping view of the Union Square overlooking Macys. Staffs were generally helpful and welcoming when I dropped by and asked for direction. I must say, this is a perfect stay for anyone who travels alone and wants to be close to all actions.I managed to manoeuvre comfortably downtown, but found the street a bit rough at night. Just avoid wandering around at night on your own. I had stayed at the Ritz before. But if you ask me Ritz or Hyatt? I would go for Hyatt in terms of seamless service, value and location. I will definitely come back as this hotel serves my purpose perfectly!",6-Jun-14,4
"Terrific place to stay in San Francisco. It's about 5 blocks from the BART stop and an otherwise great location downtown. The staff are incredible. From start to finish they did everything in their power to make our stay perfect. We arrived at 3:30 and a room wasn't ready for us (check in is at 3:00). Nikita at the front desk comped drinks in the bar for us while we waited. There was also an issue with what package we booked but that was swiftly resolved. The rooms are pretty spacious for San Francisco and the beds are comfortable. There is a reception each Saturday with wine and some sort of ""taste"" from their restaurant. During our visit, it was meatballs and they were delicious. The OneUp Bar is pretty cool- Boa is the best bartender. There is HH everyday at 4:00 (I think it goes until 6:00) and it's a nice place to have a beverage after walking around all day. The gym is OK. The lay out is a little odd because there is a stretching area immediately upon exiting the elevators so that can be awkward. But there are several treadmills and weight machines and complimentary headphones if you've forgotten yours. My minor complaint is that we did not care for the breakfast here at all. Hubs had the buffet and I had the maple bacon benedict and they were both just meh. We opted to eat elsewhere the other days. I love the Hyatt though and this trip truly made me realize how great it can be to be loyal to a specific hotel chain. Thanks to all of the staff that made our trip so great!",5-Jun-14,5
"The location of this hotel is ideal. It's right beside union square,which is the main shopping area in San Francisco. The staff is very friendly and helpful and they have a very cool reception area. The rooms are nicely appointed and the beds are comfortable. We had a room with a great view of union square. My only issue was the bathroom in the bedroom we were given. We got a handicap accessible room so there was no floor divider for the shower. This meant that the water would seep out of the shower and on to the rest of the bathroom floors. The staff were nice enough though to provide extra floor towels to keep the water contained. Otherwise we had no complaints.",5-Jun-14,4
"We chose The Grand Hyatt to be close to Union Square. It was a wonderful location, just down from Macy's and so close to Union Square and Powell Street. It was so easy to walk to great shopping experiences and restaurants. We preferred to stay closer to Union Square than Fisherman's Wharf as it was less touristy. Our room was extremely modern, clean and well appointed. As other reviewers have commented upon, the rooms are not sound proof. We could easily hear the families in the next rooms. It did not distract from our overall hotel experience though. Very approachable, knowledgeable and friendly concierge and valet staff. Great to have a hotel car to choose from to take us to the airport. Would definitely stay at The Grand Hyatt if we are ever fortunate enough to visit San Francisco again.",2-Jun-14,4
"The hotel has been redone since I last stayed there, and cosmetically, it is great. The restaurant had some good choices for breakfast ($25-45) and courteous staff and waiters. The room was clean, had a decent space to work, fairly standard bed, TV, and armchair. The shower had a nice big shower-head, implying a satisfying shower but at full pressure, the water barely fell one foot away from the front wall. Rinsing shampoo out of my hair was an exercise in banged knees and elbows. The views from the conference rooms on the 36th floor were fantastic.",1-Jun-14,3
Great location almost on top of Union Square. Self-park just across the street for $42/night with full in/out access is a BIG plus in any city but especially SF. There are SO many terrific places to eat AND DRINK within a very short walk that the fact you do not need a cab to/from dining or to shop or to grab a cable car easily justifies the price.Very easy check in...one of the 5 most comfortable mattresses....our room did NOT have a view worthy of the word 'view'...but having been to SF dozens of ties I don't feel it necessary to pay up for a view when I want the room to sleep...great shower...clean as a whistle....quiet.. (we were on the 3rd floor but not over the street)....comfortable and friendly.((I recently gave a so-so review to a Hyatt in San Jose and if the fellow who berated me for that review stayed at the Grand Hyatt he would understand what I meant when I said the San Jose property was NOT what one expects of a Hyatt.),1-Jun-14,5
This hotel was recently renovated and was a great stay for my mom and I. The location is in Union Square and it is right across from Starbucks and close to a few diners to grab breakfast. The room was very comfortable and modern. I really enjoyed staying here are would definitely stay here again.,1-Jun-14,5
"We stayed here for the last leg of our honeymoon. It's a nice hotel with modern & comfortable rooms. Reception staff are great & concierge are also excellent. Breakfast is good with a range of choices. Location is excellent, I would recommend this hotel for a comfortable stay in San Fran!",1-Jun-14,4
"We didn't know what to expect from this hotel but since we arrived everyone was ready to help us out. We were amazed by the customer service we got from every single employee. Once we got to our very home-like rooms we were surprised by how everything was prepared for us to stay there. When we finally laid down we all just said ""wow!""; the beds are SO good and oh so comfortable.The location, the beds, the service, the lobby, everything is just perfect. I would absolutely recommend it and will definitely go back in the future.Thank you for an amazing vacation!",31-May-14,5
"The Grand Hyatt San Francisco is like having a luxury vehicle which you cant drive because there is no fuel in it.When you pay the kind of money they charge, you would expect the basic stuff to work.1. My booking was for a king bedroom and what I got was a double queen room.2. Squeaky elevators make you feel like you are in some 1960s building where there is some bloke pulling your elevations with a pulley. The elevators take unbelievable time to arrive and when they do, you hardly get space to stand.3. The Air conditioning in the room would not work.4. There is no water pressure in the bathrooms.The rooms are equipped with the most chic and trendy stuff, but if you dont have the air conditioning in order and you dont have enough pressure in the water whats the point?I would never like to see a service man come into my room when I am on a vacation to repair the water pressure or air conditioning. I pay the hotel good money to ensure that this is taken care of. Unfortunately this happened at the ""Grand"" Hyatt and to my surprise, the guy could only fix the air conditioning and could do nothing about the water pressure.Location of the hotel is very good and the restaurant in the hotel, ""One Up"" serves some good food.Overall I do not think this hotel is value for money. I would not stay here again and I will not recommend this to anyone.",30-May-14,1
"The hotel is very well situated. The rooms are small but functional. Despite my platinum status, we could get no higher than the 5th floor because the hotel was booked over Memorial Day weekend; there was some minor street noise but it wasn't terrible. The hotel is modern and seems to have been recently renovated. It was very clean and the staff were universally responsive and friendly. We enjoyed the on-site restaurant for breakfast and snacks; while pricey, it was convenient and very good.",30-May-14,4
"Just spent 4 nights at the Grand Hyatt San Francisco with my wife and 11 year old daughter and had a really enjoyable stay. Before travelling we requested a room on a high floor, and we're given floor 32 with a fantastic view. Our room had a single King bed which would have been just about ok for the three of us, but we asked for a roll away bed for our daughter which the hotel provided at no extra charge. From check in to check out, all the hotel staff we came across were friendly and helpful-a special mention for Dave in the Club Lounge, who went out of his way to make us feel welcome. The lounge is on the 32nd floor and we had access, which I wasn't expecting. The views from the lounge are spectacular. The room we had was modern-the bed was very comfy, and the bathroom well appointed with a walk in shower.The hotel is conveniently located a block away from Union Square, near all the shops, the cable car lines and many restaurants. It is a pleasant area to stroll around, particularly round by Grace Cathedral which is only a few blocks away up the hill.We thoroughly enjoyed our stay at the Grand Hyatt and will definitely book there again if we come back to San Francisco (which I'm sure we will as we loved it).",30-May-14,5
This hotel had a perfect location for my first visit to San Francisco. Many key landmarks were within relatively easy walking distance. We had to wait on a long line to check in over the Memorial Day holiday but the wait was made pleasant with free appetizers and drinks. Free internet and comfortable rooms were also great!,29-May-14,4
"We were delighted with the look of the hotel ... it looks incredibly stylish, and is impressive from the moment you walk into the reception area. I like the open feel of the reception area, with no long counter separating you from the reception staff, and the staff are very attentive to your needs whenever you walk past.The mezzanine level is great as well, and the cocktail bar is a lovely venue in the evenings.The room impressed us when we checked in, with the automatic and motorised blackout blinds, the impressive smart televisions. We were pleased with the free wifi (more hotels really need to realise this is a must nowadays - unless they have something to hide and don't want guests on social media!)The room looked great, the appliances worked great, and the beds were plush and luxurious.Where the hotel is let down, is some of the little things you wouldn't normally notice in a hotel, but that make a huge difference to your quality of stay ...- the first was the fact that we had a large gap underneath our room door (in places it was just under an inch!). This meant that you could hear every single noise in the corridor (including whispered conversations), and conversely, the people in the corridor could hear everything from inside the room. It's incredible how much a night's sleep can be disturbed by footsteps, doors, conversations & luggage and the movements of hotel staff. In the end, we used the spare blanket in the wardrobe as a slight noise buffer in front of the door, but this was not very successful;- the second thing was that the aircon just did not seem to work. We lowered the temperature on the control panel to it's coldest setting (which is only 18Â°C / 64.4Â°F), but this made absolutely no difference. The room was not cooling down. We rang reception, and asked if someone could look into it while we were out for the day, which they said they would. There was no change that night. In speaking to other guests, they noticed the aircon in their rooms wasn't working properly, either, and the aircon in the gym was also ineffective, making for a hot gym area. To look at the systems, the panels seem to say that they're set at a comfortable temperature, but the reality is that the air temperature doesn't seem to reflect the same thing, with the air temperature being far too warm.So, while we loved the location, the design, the staff, the wifi and the televisions, we didn't get a good night's sleep, which is - after all - what you want most from a hotel.This hotel is lovely, but if you can find some way of getting a room with a door that fills the frame and an air conditioning system that works, then do.",29-May-14,4
"The hotel rooms are typical San Francisco...not very big, but that's what you get there unless you're willing to pay and arm and a leg. The Hyatt staff is very nice, very helpful. I was there 4 years ago and I have to say overall the people in service positions in SF are much nicer and friendlier than they were 4 years ago. Not sure why but it was obvious.",29-May-14,4
Great location perfect for my business needs ...central and easy to get to and from the location...would urge you to pay up for the Bay view ...requires a higher floor north of 20th for best views...the rooms are plesantly appointed and roomy enough for business or pleasure...staff very helpful... Room got abit stuffy during the night... not sure why...was told that they shut down the AC...not a very good idea...Food in the Hotel was decent and easy to get in and out if time was an issue...Solid experience for my business purposes....,29-May-14,4
"We stayed for 4 days in mid May. The hotel staff were all extremely pleasant and helpful.The hotel room was large enough to accommodate 3 adults in the room with no problem. The rooms were extremely neat and clean. The location was great to access Chinatown, numerous upscale shops and resturants. We did alot of walking and felt very safe in this area. We did a 2 day hop on/hop off bus tour(BigBus) that worked out great for first time visitors to the area and there was a stop two blocks from this hotel. Would certainly recommend this hotel to family and friends.",28-May-14,5
Read several prior reviews. Food in Club solid and staff extremely pleasant. Steve at front desk most helpful. Only two negatives. Later in night they shut AC down and this is annoying! Secondly don't take room on Union Sq side. Too much construction noise. As others have stated location is peerless. Joann secured hard to get brunch reservations. Again biggest plus is can do attitude of staff.,28-May-14,4
"I stayed here for 5 nights on a business trip. The hotel is nicely located in Union Square so it is easy to get around from there. The room was fine, clean and quiet. The restaurant is great - I ate there for a few breakfast and dinner meals and the food was good. The staff was very nice.",28-May-14,5
"Airline lost our luggage and the hotel supplied an extensive ""emergency package"". Thank you!Every staff member we encountered was super friendly. The Grand Club Lounge served a nice little breakfast and the hors d'oeuvres in the evening were good as well.Upgraded to a ""Bay"" view and our room was on the 21st floor. It was not high enough to really see the bay over the buildings so next time I would not except unless it was the 25th floor or high.Room was very nice as was the bathroom. I liked the decor of the entire hotel actually! I would return to this hotel for sure.",28-May-14,5
"I recently travelled to the Hyatt for a business event. They have upgraded the place recently, and its quite nice. The lobby is the newer Hyatt intimate casual theme, where you wander aimlessly and end up bumping into a staff standing at a bar table with a PC :). Checkin is pretty easy. Poor attempt at humor. Rooms are nice, clean and modern. One can tell they were reno'd. Nicer newer furniture, but old HVAC system (Read here noisy). The desks are a built in wall unit that oddly enough are totally functional. For example. Sitting at the desk working, on a call etc, one cannot see the TV. Because its all built into the wall, its restricting. The TV has a swing arm, but its llimited. Cool feature though, there is a PC interface on the wall at the desk so one could put their PC onto the TV for say work, Netflix etc. Speaking of internet. Its slow. The upgrade is faster, but its expensive. On the upper end of what I pay for hotel web.I didn't get to the gym or restaurant, wasn't there long enough . Room service was good, but spendy. there is a starbucks across the street for the morning java, but its heaving, literally lined up out the door all AM.Taxis. Be careful I honestly don't know how San Fran taxi drivers get their license, cause I had 2 that didn't know my destination downtown (other large hotels, really?) and didn't know MY hotel - get in the taxi say 10 blocks away, say Grand Hyatt, and they pull out their GPS and start asking questions in poor English. I actually got out of 1 at the Hyatt front door and told the concierge that guy should not be allowed to get Hyatt guests, he is totally lost. From there on I made sure they knew where they were going before I got in. I walked away from several when they had no clue.",28-May-14,5
"Stayed here during the Cisco Live conference In May. It is right next to Union Square. While our 7th floor room didn't have a view, we were still impressed at the cleanliness and how comfortable it was. The bed especially was so comfortable which made it hard to get up in the morning. We did have the hotel buffet breakfast. We was spectacular-all types of fruit, cold and warm oatmeal, egg, bacon, sausage, yogurt, pancakes, and so much more. It was $25 for each adult which was expensive, but super delicious. The staff was nice. The valet parking was $62 and self parking was $41. We had a rental car so we done self parking. Overall great stay.",28-May-14,5
"I recently stayed at the Grand Hyatt SF while attending a conference. The room was spacious, modern, and clean. I had a view of Union Square which was fantastic! The staff is very friendly and knowledgeable. I used the concierge services a couple of times and they were very helpful. The hotel is centrally located close to shopping, dining and tourist attractions. I would definitely recommend this hotel to anyone traveling to SF. ",28-May-14,5
"Stayed here for 3 nights during this past Memorial Day weekend with my 18 & 20 yr old sons. I booked Bay View room and got exactly that. On the 25th floor and has a Superb view of the Bay and Alcatraz and without a doubt the extra $25 or whatever the per night difference was! The location of this hotel is absolutely perfect. Super easy and close walk to Chinatown. Easy to get to cable car stop at Powell & Market. Very easy to get to anyplace and anything you needed and the surrounding area was well populated and felt very safe even at night. We went to a Giants game on Sat. night and walked there. Probably close to a mile and a half but it's a non-hilly route and hundreds of others walking to (and back from) the game so again, very safe.The hotel itself was very nice. Clean, comfortable room. All of the staff was helpful and friendly but the Concierge staff was exceptional. They really made a difference and had quick answers to all of our questions. Provided many good suggestions re: restaurants and very helpful with transportation options when needed. The only small disappointment was that the top floor bar which I'd seen in the hotel information no longer exists. I was told that during the remodel of a year or so ago it was turned into banquet space. I will without a doubt stay here on my next visit to the city and recommend it to friends and family!",27-May-14,5
"We stayed for 3 days in mid May. In all respects, we found the hotel to be an ideal base for our visit to San Francisco. The location was perfect and the staff was very helpful. Our room on the 19th floor was very comfortable with a great view of Union Square.We had breakfast at the hotel each morning .Although breakfast is expensive, it was very good and convenient.I would strongly recommend the hotel",27-May-14,5
"Great location! Easy walk to anywhere. The staff were all very friendly and helpful. We especially enjoyed Dante and Jaime in the bar upstairs. Excellent service, and if you go, you must try the Moscow Mule! Best drink ever! Although they kept mentioning this special copper cup that they used to serve them in, but apparently they would disappear as fast as they got them in. Anyway....the hotel is awesome! We hired a town car through the hotel and it was a pleasant ride to and from the airport. Cab to the ballpark was about $10. Our room was on the twentieth floor with tiny bay views. Paid extra for bay view, but ask for higher so you can see more. Bed was comfy. Room was quiet even though we were by an ice machine. Slept like a rock! Bathroom amenities were restocked plentiful everyday. Short on hot water one day, but apparently the issue was fixed quickly. We did not try the restaurant but had room service one morning of coffee, champagne, and OJ and it arrived quickly. The coffee pot in the room is your standard hotel one cup pot, but the room service coffee was so much better! Valet was a little spendy, but it's San Francisco. We didn't pull the car out once. We would stay here again in a heart beat!",27-May-14,5
"Very once hotel.Pros:.Very central.Goo value for money.Staff are very helpful.clean hotels room.Spacious hotel room.Nice bathroom with shower and bath.v comfortable beds.The gym is excellent, big, all new equipment and looking over the city.Cons:.More of a business hotel.No bar in the lobby.we didn't like the standing check in- bit weird.The rooms are connected so you can hear everything in the next room. We had 4 teenaged next to us who decided at 4am in the morning to party in their room. When we called reception they said they couldn't do anything about it..",27-May-14,4
"Booked 3 nights, had a room on the 33rd floor, great views. Rooms clean and comfortable. Close to all transport and shopping. We had buffet breakfast each morning only because it was included in the room deal. Had the car parked by valet parking and didn't see it until we booked out, that was expensive but was a hire car (had to do something with it).",26-May-14,5
Recently renovated with a upscale modern feel. Great views of the city and bay from our 29th floor room. The upgrade charge of about $25 was worth it. Ron at the front desk very helpful as were the concierge staff. George in the dining room was great. if only they had not moved the bar/dining from the top (36th floor i think) to the 2nd level this would be 5 stars. Missed that view with Makers Mark.,26-May-14,4
"My first stay in both San Francisco and at Hyatt. I stayed for a week during a conference and would definitely stay again. The staff was super friendly. The room had a great view of the city looking towards ATT Park and just a short walk to the Moscone Center where the conference was. The room was clean, the bed was comfortable, the bathroom had nice hot water and good pressure. My only criticism would be the slow internet (which was free and is fairly typical at most hotels I stay at) and the slow response time on the TV while changing channels (again, fairly typical). I would definitely stay at this hotel again",26-May-14,4
This hotel has nice rooms but they are not very quiet. There was a lot of outside noise. After our second night there was no hot water in the morning. During our last night a large party was going on in a nearby room until 3 am. Security finally shut it down at 3.,26-May-14,3
"I stayed 4 nights on a business trip and it is a good hotel well located very close to Union Square and a very short walk to Market Street. The room was large and comfortable, well equipped and included free wifi. The bar was a little non descript and the food we ordered was pretty bland. It was just a snack but there are a lot of good eateries outside the hotel that are better and a lot cheaper.",25-May-14,4
"I would gladly stay at this Grand Hyatt again. My reaction upon entering my room was ""this feels tight""...small like a European room. Next thoughts were ""it is quite sexy."" The room featured a huge window with a great city / water view and an automatic shade with controls between the beds. The style of the room was very contemporary and also a bit European in feel with rich wood and leather accents...including the trash can. There were convenient snaking reading lights mounted by the beds. Slow closing toilet lid. Then for good measure there were buttons by the door for ""welcome"" and ""leave"" options that automatically turned on/off lights and lowered/raised the window shade. Unusual features that just made the room feel sexy in spite of its size. It had a mounted safe and small fridge.Only gripes with the room were disappointing shower pressure and the window, which you could slide open just a crack, would sometimes move with the outside winds.When I arrived for some reason my reservation was not in the system but after a few minutes the very pleasant staff figured a way to accommodate my 2 night stay even though no availability was expected on the second night. The reception area was very different than the typical desk. The staff kind of wanders around a three point pedestal that doesn't separate them from guests...unusual but made the interaction more intimate.The gym was nice as they come. The elevator to the floor it's on opens to an area for stretching, stepping, or ball exercises that was large enough for probably a dozen people to work. I wondered if that was it before turning the corner to a well equipped area with sophisticated cardio machines, weights, and machines. There was even a healthy diet vending machine.As others have said the hotel is located in the heart of San Francisco action within walking distance or short cab ride to lots of things to do.",24-May-14,5
"I attended the Cisco conference in San Francisco last week and stayed at the Grand Hyatt. I am normally a Hilton guy but they were fully booked. From the moment I arrived at the Grand Hyatt I was treated like royalty. From the experience at the front desk all the way to my room I felt like the king in a palace. The rooms are nothing short of amazing, they are decorated in a very elegant and contemporary theme. The rooms are a great size and have push button controls for the entire room right at the bed. If you are going to visit San Francisco I highly recommend staying at the Grand Hyatt.",24-May-14,5
"At the lobby you will be greeted by their cheerful concierge before entering a poshy lobby that coaxed you comfortably into homely mood. Their room was considered spacious, not huge. Beds comfortable and soft, though i thought it could be better for a 5 star Hyatt!Location is definite a win. It is near to a lot of shopping and restaurants.On the overall I would think the lobby is prettier than their room! So if you are paying more than USD 300, I would go for another hotel. There are so many hotels in San Francisco, NO FRET!http://missconneckions.blogspot.sg/2014/05/i-found-success-in-my-old-neighborhood.htmlHappy searching for a hotel! Point to note: San fran is considered a walking city... so it isn't too far from anywhere if you stick to the city-centre. Avoid the blacks dodgy areas though... they do look quite shaddy. Try looking for a spot near the harbour,,, better seafood for dinner!",22-May-14,4
"Stayed at the Hyatt for 3 nights in early May. I chose this hotel for its location and have stayed in other Hyatts so was expecting a comfartable stay. It was what I was expecting and better. The service was fantastic, very polite and and helpful. The room was clean and moderate in size and the views from my room on the 23rd floor was great. Location is perfect for anyone wanting to explore the city as you are near the cable car, tour buses and the BART. Also the shopping disctrict is right on your doorstop. Breakfast is tasty and staff chatty. My only negative would be the noise from adjacent room as you are able to hear people chatting. Well worth a stay.",22-May-14,5
"We have just returned from a 3 night stay at the Grand Hyatt. First impressions were excellent. The lobby area was clean and sweet. Not too big, but had verything it needed. Staff everywhere to help with luggage from the car and then to the room. Check in was smooth and faultless. We were cheked into floor 5 and room 520. Had a lovely view of Union Square and and Macy's! Though be warned that there is a fair boit of buildwork going on around union Square and in the evenings especially at the weekend it was rather noisy. We felt that the floor we were on was just too noisy. Would have been a better on a high floor with less noise. The room itself was lovely. Had safe, Fridge, Iron, Hairdryer. The bed was lovely and comfortable. Location was unbeatable for us. 2 min walk to union Square and right next to All shops. China Town as only 2 blocks away, though was rather dissapointed that it all closed down by 10pm! Would definatley stay again, though making sure we had a higher floor.",22-May-14,4
"Great location, good hotel and good service.Electric Curtains, great view if you can get a room on the square. Service was good.The only 2 drawbacks: -breakfast is very expensive (around $28) if you don't have it included in the package.-TV programming is very bad and lacking. no HBO, no showtime, very basic channels, could not even watch champions league game.Overall I enjoyed my stay and it is a very good hotel.",21-May-14,4
"Excellent stay half a block from Union square. Super comfortable beds, updated rooms. Staff very friendly and helpful. Great location for exploring downtown with Chinatown nearby as well. Numerous restaurants/shops all within easy walking distance. Lobby is small, but who wants to hang out in the lobby? Great location for exploring downtown SF and highly recommended. Will definitely return in future.",20-May-14,5
We thoroughly enjoyed our stay at the Grand Hyatt! The hotel staff was wonderful. The location is at Union Square providing easy access to many fun things in San Francisco. The room was immaculate! The only negative is there is a bit of street noise if you are on a lower floor. We loved our stay!,19-May-14,4
"The Grand Hyatt has been my ""go to"" hotel for years in San Francisco. Recently updated, each of the rooms are modern and the beds are super comfy. Most importantly, the service is top notch! I highly recommend this hotel. If you are a regular, they never fail to remember your name. The staff at this hotel takes pride in their work and they actually care. Simply amazing. PS - Sneak to the 36th floor for the views, incredible!",18-May-14,5
"I think that this hotel is a no mistake choice due to location (which is perfect near Square Union); if you choose it, one will understand why (hop on hop off busses the perfect way to get initially oriented, renowned cable car next corner, big shopping area etc etc). Overall good hotel, rooms and service. It is advisable to take from the hotel some day trips like Yosemite, Napa Valley etc. I did not regret one minute...",18-May-14,5
"From the moment we stepped through the door the Grand Hyatt offered us a great experience. We utilized the web check-in option and when we noted our arrival time of 12 noon didn't expect to receive an email advising us our room was ready 2 hours before check in, tick number one. Tick number two came when I inquired regarding a late checkout and reception staff were more than accommodating.Location is top notch, for me Union Square is the epicentre of San Fran and it was so easy to branch out in all directions either on foot, bus or trolley car. I must admit though USD6 for the trolley ride can be a little steep if you are only going one or 2 stops.Rooms are decorated with an earthy modern design and offered more than enough room for us. I'm not a fan of showers over baths but at least this one wasn't too difficult to get in an out of. I am a fan of tea and coffee making facilities in room and unfortunately the only thing on offer was a drip filter in the room, a quirky idea but it was missing a part and there wasn't any milk in the fridge to have with it only that revolting powdered chemical ""creamer"" mix. Another great option on offer is a morning breakfast bar in the foyer offering Starbucks coffee, fruit, cereals and pastries etc. A great option to grab something light and take back to your room rather than a full breakfast in the restaurant. We visited the bar on a couple of occasions and the staff were very engaging and helpful. As we weren't overly hungry one night we ordered a snack off the bar menu and it was lovely. A few tips for San Fran... don't bother with shuttles from the airport, at approx. $50 the taxi and speedy trip was worth the $20 extra. Carry USD1 notes at all times for public transport as they don't give change. Don't bother with duty free alcohol, it is so much cheaper at Walgreens or any grocery store.And lastly for a hotel in such a busy location we had absolutely no traffic noise on the 20th floor.",17-May-14,4
